新聞live,#genre#
福建小洲村梅花雪海 人间仙境不过如此 中国航拍 4K 2025,https://www.youtube.com/watch?v=hGrTWNLHkus
湖南湘西惊现2000多年前秦朝古镇难道是秦始皇的秘密基地--里耶古镇CHINA 4K 2025,https://www.youtube.com/watch?v=EPeMN8yRBos
中国贵州千户苗寨他们用乐高建了一座城世界最大的苗寨 chinatravel travel 旅行 中国,https://www.youtube.com/watch?v=Z1ilCj03OJQ
唯一挂在瀑布上的千年古镇人间仙境不过如此芙蓉镇 CHINA 4K,https://www.youtube.com/watch?v=nSI2RKwA6Q4
此生必去的地方--仙侠小镇芙蓉镇 chinatravel 旅行 travel 福建,https://www.youtube.com/watch?v=y6yIhKOy9mw
中国版威尼斯鲜为人知的水乡秘境--苏州同里古镇CHINA 4K,https://www.youtube.com/watch?v=rk1r9Of-R9A
屏南秋韵三个柿子村的红染画境 CHINA 4K,https://www.youtube.com/watch?v=bdezs02_Qlg
湖南湘西山水褶皱里的最美宫殿--惹巴拉 CHINA 4K,https://www.youtube.com/watch?v=do87uUB3mUQ
从悬瀑古镇到丹霞秘境这里藏着中国旅行盲盒--湖南 CHINA 4K,https://www.youtube.com/watch?v=xWXOF3cbKyg
千户依山映碧苍层楼叠栋韵悠长。芦笙舞处歌潮涌醉里犹闻岁月香--中国最大苗寨西江千户苗寨 CHINA 4K,https://www.youtube.com/watch?v=qD3Zi8_ZW0s
福建龙岩的神秘村落蚊子从不涉足的净土--丁屋岭 CHINA 4K,https://www.youtube.com/watch?v=3VVeTBmY8fk
三省通衢汇此中一足踏破疆分界茶垌古意韵无穷中国旅行 4K,https://www.youtube.com/watch?v=kdAAr3YEC40
【悠久600年古韵】福建闽南埭美古村穿越时空一窥世遗古厝的沧桑与辉华CHINA 4K,https://www.youtube.com/watch?v=lAEjyW1h5Ys
一脚踏进千年时光长汀古城美得让人心静如水 CHINA 4K,https://www.youtube.com/watch?v=Kwa9SJp7MhQ
云深不见万家灯铁索悬空步步惊。背子挑粮山作路人间何处不峥嵘治愈系风景 隐居生活 儿时记忆 乡村治愈系童年记忆 悬崖暖心  travel温馨隐居绝壁绝壁风景,https://www.youtube.com/watch?v=pArKh_aYC8o
负笈人行绳索上山深雾漫忘尘嚣。孤崖危舍枕云涛旧牖新联映碧霄治愈系风景 隐居生活 儿时记忆 乡村治愈系童年记忆 悬崖暖心  travel温馨隐居绝壁绝壁风景,https://www.youtube.com/watch?v=ICtuQmXGmac
中國寺廟01,#genre#
探秘福建开元寺--《黑神话悟空》取景地穿越之旅五 CHINA 4K,https://www.youtube.com/watch?v=KtFpNdPj4oM
【林阳寺】山色苍翠凝碧空梅花飘香寺院中4K CHINA,https://www.youtube.com/watch?v=3NYyOoJeEGE
【福州林阳寺】一切诸苦皆消灭百福妙相具庄严唐代古刹 FUZHOU CHINA 中國 2023年 4K,https://www.youtube.com/watch?v=g4ZzJj8PPK8
4K【雪峰崇圣禅寺】的静谧之境 中国十大古刹 CHINA,https://www.youtube.com/watch?v=dayR1R8xOOI
探秘山西觉山寺--《黑神话悟空》取景地的穿越之旅 CHINA 4K,https://www.youtube.com/watch?v=7px-_wDCowM
探秘山西小西天--《黑神话悟空》取景地穿越之旅二 CHINA 4K,https://www.youtube.com/watch?v=0xe5eCyJJo4
山西的街巷里竟然隐藏着旷世巨作铁佛寺 CHINA 4K,https://www.youtube.com/watch?v=BCV6lrM4qMQ
山东深山里的寺庙看似平淡无奇却是千年古刹灵岩寺带你领略《黑神话悟空》的灵感源泉 CHINA 4K,https://www.youtube.com/watch?v=9TdqLQAy_SQ
中国最不可思议的寺庙--来自《黑神话悟空》取景地的震撼之旅。CHINA 4K,https://www.youtube.com/watch?v=BntG0oAq6o8
这里是黑神话悟空取景地悬空寺是什么支撑着这座千年古寺屹立在悬崖绝壁上的CHINA 4K,https://www.youtube.com/watch?v=068_Kc8_p28
你能想象传说中天空之城是真实存在的吗它不仅仅在传说中而是在贵州大地上震撼存在梵净山 CHINA 4K,https://www.youtube.com/watch?v=hIpP98No7Lg
山西深山峡谷发现神秘道观竟然是天下第一宫观CHINA 4K,https://www.youtube.com/watch?v=982bt6L_sBY
中国千年悬空寺--灵通寺chinatravel travel 中国 旅行福建,https://www.youtube.com/watch?v=zlIKkdyq02Y
我不信还有人没看过林阳寺的梅花一眼惊艳一整年中国林阳寺 CHINA 4K,https://www.youtube.com/watch?v=Zb_z1pwiQrE
穿越三千年在山西触摸历史的心跳CHINA 4K,https://www.youtube.com/watch?v=PlHc0osmKWU
中國旅遊-講解01,#genre#
一小時帶你遊遍重慶8D魔幻重慶 ChongQing 8D Cyperpunk city lovetravel8,https://www.youtube.com/watch?v=WeOWtCKTiQs
廣州長隆國際大馬戲揭秘一生必看的極致視覺盛宴CHIMELONG INTERNATIONAL CIRCUS,https://www.youtube.com/watch?v=GXzu-7gKAnA
中國哈爾濱十大必遊景點 中國哈爾濱十大必遊景點 lovetravel8,https://www.youtube.com/watch?v=zKLFwBUE8bk
重慶最熱鬧的步行街－解放碑步行街,https://www.youtube.com/watch?v=XdKA9emqfbc
湖南長沙十大必遊景點,https://www.youtube.com/watch?v=4lM8SqMx35E
張家界四大奇觀－張家界隱密奇觀 張家界愛旅遊,https://www.youtube.com/watch?v=gZ0qcKwiaKs
張家界令人驚嘆的自然奇觀－張家界阿凡達山脈,https://www.youtube.com/watch?v=8PyxdojgqbM
重慶四大令人嘆為觀止的自然奇觀，彷彿置身於電影之中,https://www.youtube.com/watch?v=b1kC3hj0kKM
貴州第一山梵淨山雲海仙境自然奇觀與迷人景色的魅力引人入勝 令人陶醉。 讓您心馳神往 愛旅遊 lovetravel8,https://www.youtube.com/watch?v=9nBZb6kRvK4
張家界鳳凰古城到底有多美 Zhangjiajie Phoenix Ancient Town 鳳凰古城 愛旅遊  lovetravel8,https://www.youtube.com/watch?v=e9JtTkacjvM
烏蘭湖太震撼地球最美紅色心臟曝光了Wulan Lake Earths Red Heart Revealed 愛旅遊 lovetravel8,https://www.youtube.com/watch?v=IDgpcwjhV28
七彩丹霞太震撼彩虹山真實面貌Zhangye Danxia Chinas Rainbow Mountains 愛旅遊 lovetravel8,https://www.youtube.com/watch?v=Ryc224lekTc
中國最難爬的山華山登華山第一視角不愧是天下第一險山華山  愛旅遊 lovetravel8,https://www.youtube.com/watch?v=CvZqYR156Kw
中國雲南的哀牢山這片被當地人視為「人類禁區」的神秘山脈究竟隱藏著什麼樣的秘密愛旅遊 lovetravel8,https://www.youtube.com/watch?v=5ifpDRztHKs
徒步華山驚魂記鐵鍊爬崖這段太嚇人了Terrifying Huashan Hike Iron Chains Climb 華山  愛旅遊 lovetravel8,https://www.youtube.com/watch?v=x-zOzWIVOZo
重慶太科幻最美賽博城市背後藏著這些秘密Chongqing  Chinese Megacity in the Mountains  愛旅遊 lovetravel8,https://www.youtube.com/watch?v=fI93yyk-Wu8
重慶太震撼全球最熱鬧山城真實面貌曝光Chongqing Worlds Busiest Mountain City 重慶 chongqing   愛旅遊 lovetravel8,https://www.youtube.com/watch?v=sSmYnjX_QWc
新疆烈焰泉太震撼千年火焰噴湧不熄的真相曝光Flaming Spring Xinjiangs Eternal Fire 愛旅遊 lovetravel8,https://www.youtube.com/watch?v=m6_sQDJCrZM
中國唯一能看到北極光的地方－探索漠河北極村,https://www.youtube.com/watch?v=5fJK3q5cgHE
飛越喜馬拉雅秘境西藏雪峰與神山震撼曝光Himalayas from Above Sacred Peaks of Tibet 愛旅遊 lovetravel8,https://www.youtube.com/watch?v=QV7_ZB_qd_s
探險張家界之外的秘境楊家界的壯觀讓人目不暇接這裡被喻為天然長城是你不可錯過的旅遊聖地愛旅遊 lovetravel8 張家界 楊家界 湖南 湖南旅遊,https://www.youtube.com/watch?v=FsqjLF6Mm20
中國張家界14個最美景點，宛如置身於現實生活中的奇幻世界 lovetravel8,https://www.youtube.com/watch?v=KpfS3Zn51E4
九寨溝的奧秘－探索神奇的泉水,https://www.youtube.com/watch?v=B0AblB8YoB4
徒步穿越新疆喀贊其村－伊犁古城的隱密文化瑰寶,https://www.youtube.com/watch?v=XS1WDlSkjVY
鳳凰古城－神秘的湘西中國最美古城小鎮,https://www.youtube.com/watch?v=aDPZLgx6aJs
張家界夜景：為什麼夜幕降臨後一定要去看看七十二奇觀？張家界 lovetravel8,https://www.youtube.com/watch?v=AbX9LvDAUxk
30分鐘探索桂林象鼻山愛旅遊lovetravel8,https://www.youtube.com/watch?v=kX4DZdL1NfA
中國最壯觀的瀑布－黃河壺口瀑布,https://www.youtube.com/watch?v=OQhvH06gHes
（音樂版）中國天津十大必遊景點 LoveTravel lovetravel8,https://www.youtube.com/watch?v=Yb7sRMzHhYE
獨庫公路：新疆最美公路 Chinatravel 新疆,https://www.youtube.com/watch?v=y6IPq9XgcS0
中國山西十大必遊景點,https://www.youtube.com/watch?v=gJarcG-pfvs
中國泉州十大必遊景點：探索中國海上絲路城市的精華,https://www.youtube.com/watch?v=BqrnjOlcstE
【中國旅遊2025】天津十大必遊景點,https://www.youtube.com/watch?v=F5hiekIes6M
【中國旅遊2025】福州十大必遊景點介紹,https://www.youtube.com/watch?v=-LTeYAZVewM
中國海南十大必遊景點 愛旅遊lovetravel8,https://www.youtube.com/watch?v=UdshV8EQu6U
中國貴州十大必遊景點,https://www.youtube.com/watch?v=1jKqYA0HPvY
中國桂林山水，如畫般美麗的水墨畫，一生必去一次,https://www.youtube.com/watch?v=yXXKoEilizw
十大必遊景點中國最美的鄉村，風景如畫，宛如世外桃源,https://www.youtube.com/watch?v=SVSCz9g0yCU
中國十大奇觀 中國最迷人的地方,https://www.youtube.com/watch?v=0yQt63ONSpA
中國十大最美草原，你去過幾個？,https://www.youtube.com/watch?v=tkHngp7EplM
【中國旅遊2024】蘇州必遊景點介紹 中國景點 lovetravel8,https://www.youtube.com/watch?v=2AfZioY6RE4
華山 中國 世界上最神奇的山峰 華山懸崖棧道 中國旅行華山華山愛旅遊,https://www.youtube.com/watch?v=Kr8y9xkKsxQ
中國十大名山 泰山僅排名第二,https://www.youtube.com/watch?v=SA3zk9TS4J4
湖南十大必遊景點 中國旅遊 亞洲旅遊,https://www.youtube.com/watch?v=eu1mMNAjjks
3D魔都 重慶 洪崖洞的美麗夜景 重慶洪崖洞 中國,https://www.youtube.com/watch?v=dobnV3ZEDro
杭州十大必遊景點 中國旅遊 亞洲旅遊,https://www.youtube.com/watch?v=f15rfYMJLZQ
天門山 張家界 湖南 中國最神奇的山峰（4K HDR）,https://www.youtube.com/watch?v=jSYSASCmt_c
北京十大必遊景點 中國旅遊 亞洲旅遊 旅行 中國旅遊 中國旅遊,https://www.youtube.com/watch?v=VehPfWYfe2Y
湘西張家界芙蓉鎮被稱為懸於瀑布之上的千年古鎮,https://www.youtube.com/watch?v=SFdJFMfTXCI
重慶十大必遊景點：30分鐘探索中國最大直轄市,https://www.youtube.com/watch?v=4e22kko0if4
武夷山懸棺千年謎團揭曉 中國旅遊,https://www.youtube.com/watch?v=KOoVa-vHZQc
中國西部奇觀：神秘的喀納斯湖,https://www.youtube.com/watch?v=uSGLBzQLSGo
廣州最奢華的庭園－寶墨園 中國旅遊 中國 廣州,https://www.youtube.com/watch?v=6YBiQFcdLt8
探索廣州蓮花山：2000年歷史的古代採石場 金海觀音像 廣州,https://www.youtube.com/watch?v=oZoXhWIIwEM
樂山大佛 樂山大佛 四川 中國 愛旅遊 lovetravel8 四川,https://www.youtube.com/watch?v=nhpNzOPfkk8
中國十大情色自然地標 中國十大形似性器官的自然地標,https://www.youtube.com/watch?v=3ah0fyxbFk0
黃山奇觀：中國世界遺產－中國最奇特的山峰 黃山,https://www.youtube.com/watch?v=Vu7wHth9wu8
西安十大旅遊景點 中國最古老的城市 西安 中國 西安,https://www.youtube.com/watch?v=GzdOTV-8Bnc
上海十大旅遊景點 中國 中國旅遊 亞洲 旅行 旅行中國,https://www.youtube.com/watch?v=bv5q4ATZbbc
中國十大最美天堂，遊覽其中五處令人嘆為觀止，體驗一切皆為純粹的幸福,https://www.youtube.com/watch?v=YEixKK1HFII
廈門十大旅遊景點 中國旅遊 亞洲旅遊 中國旅遊,https://www.youtube.com/watch?v=UZbkgsNhHAc
新疆十大旅遊景點 中國旅遊 亞洲旅遊 中國旅遊,https://www.youtube.com/watch?v=TX-nkBwbHnc
廣州十大旅遊景點 中國旅遊 亞洲旅遊 中國旅遊,https://www.youtube.com/watch?v=CzU_4DLKRQM
四川十大旅遊景點 中國旅遊 亞洲旅遊,https://www.youtube.com/watch?v=P5yaPrIN3ko
雲南十大必遊景點 中國旅遊 雲南旅遊 中國旅遊,https://www.youtube.com/watch?v=hQ0OqjBLHzg
探索福建十大必遊景點 發現中國隱藏的瑰寶 4K 中國福建,https://www.youtube.com/watch?v=N5fjzitwX9k	
燈火裡的中國-講解01,#genre#
喜庆的气氛浓郁的中国风音乐,https://www.youtube.com/watch?v=ml1tJoWpYeE
中国宋代年夜饭    Chinese New Years Eve Dinner in Song Dynasty,https://www.youtube.com/watch?v=TExZRSplJFA
中国除夕,https://www.youtube.com/watch?v=9e5vsQCvuRQ
中国四川成都春熙路  太古里  宽窄巷子  锦里  天府广场,https://www.youtube.com/watch?v=DptWeYj4N9I
北京最古老的街巷  南锣鼓巷 4K高清,https://www.youtube.com/watch?v=gpkfLVYiQ3M
Nanluoguxiang  4K  Most Complete Hutong Complex in Beijing China,https://www.youtube.com/watch?v=Edcvp_r0t5w
深藏北京故宫东北角的一处古迹少为人知曾获联合国教科文组织亚太地区文化遗产保护奖。北京城市中心区古刹寺院  智珠寺。,https://www.youtube.com/watch?v=v-d2Hg_81Tw
受疫情影响上海浦东街道空空荡荡    Shanghai  Pudong streets deserted due to coronavirus outbreak,https://www.youtube.com/watch?v=O6rP6bMaMJs
中国安徽黄山市黎阳老街,https://www.youtube.com/watch?v=QGqc8UgmRxs
风筝之都中国潍坊杨家埠民间艺术大观园   Kite Capital-Yangjiabu Folk Art Grand View Garden Weifang China,https://www.youtube.com/watch?v=M2h7W7iCDMo
探秘中国特供蔬菜种植基地   Explore Chinas special vegetable planting base,https://www.youtube.com/watch?v=GmgTDvCwzok
中国北方秋意正浓金色的秋,https://www.youtube.com/watch?v=PN98Q8mbHmc
青岛爆发新冠肺炎疫情山东收紧疫情防控,https://www.youtube.com/watch?v=VPMWXl-Cbww
新冠疫情后中国人口超150万一个县级市里富人区最火爆卖场的经营现状和中国节日礼品市场中极度虚伪的礼盒包装。,https://www.youtube.com/watch?v=LF3szvRzVFc
桂花飘香听着优美的音乐在清凉的秋天尽赏幽静庭院的桂花,https://www.youtube.com/watch?v=6DkbJJ5b3V4
新冠肺炎(COVID-19)疫情后实拍中国山东一个小县城里市民的夜生活,https://www.youtube.com/watch?v=7RicdrHdsD0
探访冯小刚电影《我不是潘金莲》的外景拍摄地江西婺源上坦村,https://www.youtube.com/watch?v=tJZ9iahyRm4
在中国农村依然存留着几千年前的古老生活用具石碾子就是其中之一。,https://www.youtube.com/watch?v=MCaWHFO8HJY
中国丧葬礼俗,https://www.youtube.com/watch?v=FC4AwFTWVwE
乡村中国孔子家乡的农家榨油房,https://www.youtube.com/watch?v=WlMOofNU2sc
入境中国带你了解中国的防疫形势感受14天足不出户的隔离生活,https://www.youtube.com/watch?v=-Y3I8yNi24U
世界那么大一定要去中国看一看,https://www.youtube.com/watch?v=kBHsmQueGoY
中国旅游探秘湖南张家界大峡谷玻璃桥,https://www.youtube.com/watch?v=bKZp2Juq7S4
逛中国云南昆明斗南花卉市场、康乐茶叶市场、野鸭湖、集市、城区,https://www.youtube.com/watch?v=p2uDG2F2gbs
中国旅游探秘云南昆明翠湖公园,https://www.youtube.com/watch?v=YTvNjLn4bUY
中国旅游探秘云南昆明鸣凤山金殿公园,https://www.youtube.com/watch?v=udU4jj4G87k
美食在中国品味云南,https://www.youtube.com/watch?v=hT4zJBxLkhQ
中国旅游探秘云南大理古城、苍山、洱海、双廊古镇、南诏风情岛、玉几岛,https://www.youtube.com/watch?v=eerepbtxIKc
薄熙来出事前喂鸟的地方中国云南昆明滇池,https://www.youtube.com/watch?v=NbPxvJKtqGM
中国云南楚雄的温泉之村碧城镇罗茨村,https://www.youtube.com/watch?v=vbTMQ22iU2M
中国新建文物古迹探秘云南大理崇圣寺三塔新建的崇圣寺三塔是文物古迹,https://www.youtube.com/watch?v=VkFVaneGlOU
中国新建文物古迹探秘云南丽江木府    1999年新建,https://www.youtube.com/watch?v=7f1QZzecqfQ
坝上草原        Bashang Grassland Tour in Beijing China   中国河北丰宁,https://www.youtube.com/watch?v=B2h4MqMQxWU
台北街头的杂耍艺人    Acrobatics on the streets of Taipei Republic of China,https://www.youtube.com/watch?v=tzmU6VFlrPw
中国最美湖泊微山湖里的荷花,https://www.youtube.com/watch?v=VpuJXbcrjjQ
中国最美小城 凤凰古城   Phoenix Ancient City,https://www.youtube.com/watch?v=aNUOAyDFxEk
中国湘西风情芙蓉镇    谢晋导演电影《芙蓉镇》的拍摄地      湖南,https://www.youtube.com/watch?v=4AEwJ3Fp1qk
天门山(Tian Men Mountain) 中国湖南省张家界国家地址公园 HD,https://www.youtube.com/watch?v=pblAhaYx2pQ
电影《阿凡达》的外景地张家界国家森林公园武陵源 中国 湖南,https://www.youtube.com/watch?v=IIU7bZVfao4
中国乡村   Old houses in Shengli Village Bicheng Town Lvfeng County Yunnan Province China云南省绿丰县碧城镇胜利,https://www.youtube.com/watch?v=W-6s2Aces0I
中国乡村大集     Farmers market in Chuxiong Yi Autonomous Prefecture Yunnan China  云南楚雄彝族自治州禄丰县碧城镇罗茨集贸市场,https://www.youtube.com/watch?v=3U1XH2PYcbc
毛泽东老家的房子    The hometown of Mao Zedong the great Chinese  中国湖南韶山,https://www.youtube.com/watch?v=AuGSH4nBTVo
毛泽东写诗的地方湖南长沙橘子洲    The place where Mao Zedong wrote poems-Changsha Orange Island Hunan,https://www.youtube.com/watch?v=n5ZhaUyPSBc
木匠鼻祖鲁班纪念馆,https://www.youtube.com/watch?v=HzCXbYeUpg4
佛慧山   站在山顶可以俯视济南   Fohui mountain  Jinan China    中国 济南,https://www.youtube.com/watch?v=DRToJxc8Vbg
全球最大的梅花园无锡梅园        Plum Garden  WuxiChina,https://www.youtube.com/watch?v=2vGqATeYhdo
云南自由行第一部    YunNan  China 1,https://www.youtube.com/watch?v=52lGxinElHc
草原天路中国大陆十大最美丽的公路之一    One of the ten most beautiful highways in mainland China,https://www.youtube.com/watch?v=KPh-QJfmw7E
云南自由行二  YunNan China 2,https://www.youtube.com/watch?v=Y2uczWKkm6s
中国四川道教名山青城山,https://www.youtube.com/watch?v=0FoJoqyyDuo
中国安徽芜湖雕塑公园国际雕塑作品展,https://www.youtube.com/watch?v=TJh_co04ZAI
中国到底有多少空置房 How many vacant houses are there in China,https://www.youtube.com/watch?v=cSWPLiMq9Uw
中国四川成都最著名网红打卡地宽窄巷子,https://www.youtube.com/watch?v=CfRFyDK4mvc
中国四川乐山大佛,https://www.youtube.com/watch?v=A8VG9PX1rW4
中国四川都江堰Dujiangyan Sichuan China - see the worlds most famous Dujiangyan water conservancy project,https://www.youtube.com/watch?v=6SBVz0M-mUY
中国四川峨眉山,https://www.youtube.com/watch?v=PYDDXJpfnSE
中国西藏旅游提示,https://www.youtube.com/watch?v=53I28CTZo0c
中国西藏拉萨张振富 耿莲凤 演唱的歌曲逛新城,https://www.youtube.com/watch?v=SEfb-4RCtNc
中国西藏独特的劳动方式打阿嘎,https://www.youtube.com/watch?v=e2jl5Yalhks
中国西藏拉萨巴松措林芝沿途风光,https://www.youtube.com/watch?v=NAo-i4maiKI
中国西藏最神秘的地方之一,https://www.youtube.com/watch?v=hymq9G-nnrA
走进中国西藏20211 西藏的宗教信仰,https://www.youtube.com/watch?v=XhDZIVqZlhs
走进中国西藏20212 西藏三大活佛,https://www.youtube.com/watch?v=RaMGm7cP9l0
走进中国西藏20213 文成公主,https://www.youtube.com/watch?v=JwRUVMfoIec
走进中国西藏20214西藏的神山圣湖,https://www.youtube.com/watch?v=EfpSLiOrVqA
中国西藏的自然风光,https://www.youtube.com/watch?v=9IZpjSnLDFYReligious customs in Tibet China   中国西藏的宗教习俗,https://www.youtube.com/watch?v=eE5pZDVr9UI
中国西藏的丧葬习俗,https://www.youtube.com/watch?v=h6yVIS_362g
中国西藏的一妻多夫婚俗,https://www.youtube.com/watch?v=YPAEt_jmStU
中国西藏六世达赖喇嘛仓央嘉措的情爱故事,https://www.youtube.com/watch?v=a2wWC3x_zHY
关于中国西藏  宗教人文民俗风景旅游,https://www.youtube.com/watch?v=TiUbTieazwo
中国西藏拉萨八廓街,https://www.youtube.com/watch?v=EuSaOq6lrTM
中国西藏大昭寺,https://www.youtube.com/watch?v=ualE3S99HQE
中国西藏布达拉宫,https://www.youtube.com/watch?v=ANOV7kvT46I
走进中国西藏了解真实的藏族文化观圣湖羊卓雍错,https://www.youtube.com/watch?v=51WlPjYUufQ
中国川藏公路国道318打卡318国道最美观景点色季拉山口,https://www.youtube.com/watch?v=-S5CVsJ5bKQ
中国西藏  独具风情的藏族民居,https://www.youtube.com/watch?v=mNeWmUyeWD8
鱼乐人生撒网捕鱼收获满满,https://www.youtube.com/watch?v=RzP5FvdMg8Y
中国最贵、最奢华的火车  新东方豪华列车2021年7月3日在新疆乌鲁木齐首开,https://www.youtube.com/watch?v=FMc0ptiUbEM
中国的桂花  在美妙舒缓音乐中欣赏优雅飘香的桂花,https://www.youtube.com/watch?v=hbCnF8S23CI
中国西藏林芝卡定沟天佛瀑布景区,https://www.youtube.com/watch?v=F_03EjU6clI
中国西藏雅鲁藏布大峡谷,https://www.youtube.com/watch?v=pdCrEu92T7I
中国北京到西藏青藏铁路沿途風光,https://www.youtube.com/watch?v=n5dbZp_v4a4
京藏铁路沿途風光揽胜,https://www.youtube.com/watch?v=L4kQ3psiVCo
北京中国的首都全北京向上看世界第三大天幕 是什么样    Walkway which is an iconic and unique creation in Beijing,https://www.youtube.com/watch?v=kGPzo0CnXGg
中国古村落(38)    安徽绩溪龙川,https://www.youtube.com/watch?v=lFmPj990JU4
安徽宏村 中国安徽皖南最著名的古村落8 - 2 安徽  宏村,https://www.youtube.com/watch?v=PlK0qDs_-Zw
中国古村落(18) 安徽  卢村,https://www.youtube.com/watch?v=yDWGSy7lVwU
梨花 春天花会开 78   梨花    Spring flowers  78   Pear Blossom,https://www.youtube.com/watch?v=0HrWx_UhTaE
桃花 春天花会开68  桃花    Spring flowers(68)  Peach blossom,https://www.youtube.com/watch?v=PzLDxsvo3Hk
春天花会开58  海棠花    Spring flowers(58)  Malus spectabilis,https://www.youtube.com/watch?v=Gq6Ca-dgi0Y
梅花 春天花会开48梅花    Spring flowers(48)  plum blossom,https://www.youtube.com/watch?v=lFeIBeAXRTU
春天花会开28玉兰   Spring flowers(28)Magnolia denudata Desr,https://www.youtube.com/watch?v=vFVZQF8h5xM
春天花会开18  报春花    Spring flowers  Primula vulgaris,https://www.youtube.com/watch?v=Oy8_G_E6u8Q
我在上海的隔离生活第一天  (114)How I Lived Through Coronavirus Lockdown in Shanghai China  Day 1,https://www.youtube.com/watch?v=7gpynIM9Kd0
漫漫回家路 (88)   入住隔离酒店开始14天的隔离生活     The Long Road Home  Upon arrival at the designated hotel,https://www.youtube.com/watch?v=Z-la-ImF2xQ
漫漫回家路(78)  入境检测全过程   The Long Road Home    Entry to ChinaCoronavirus nucleic acid detection,https://www.youtube.com/watch?v=NM9bjvUFrq0
漫漫回家路 (68)   回  国   温哥华 上海   The Long Road HomeIm going back to China  VancouverShanghai,https://www.youtube.com/watch?v=19EXKz1Xm-U
现代中式婚礼,https://www.youtube.com/watch?v=AeRuhYpY6r0
疯狂的中国移动4G计费系统,https://www.youtube.com/watch?v=RX4zSb-QyPI
暴雪落齐鲁,https://www.youtube.com/watch?v=7FsdidP66vI
漫漫回家路踏上归程   The Long Road HomeOn the way home   (18),https://www.youtube.com/watch?v=VFZzIeeY0-E
中国传统婚礼的闹婚陋俗,https://www.youtube.com/watch?v=MWfc_jQAKbU
中国北方的雪   This is Northern snow china,https://www.youtube.com/watch?v=XqUuRvh-fiI
宝宝钢琴秀马思惠演奏的钢琴曲《欢乐的牧童》,https://www.youtube.com/watch?v=iP0UbzEDnig
宝宝钢琴秀马思惠演奏的钢琴曲《北风吹》,https://www.youtube.com/watch?v=0LzZF285_J0
中国北方的粉尘污染有多严重,https://www.youtube.com/watch?v=tEv8lyoTACM
中国人的面子,https://www.youtube.com/watch?v=R0yE-6h2ZJc
中国的面子经济正在严重的造孽人类的生存环境,https://www.youtube.com/watch?v=Y5gTb7OYotk
2021年中国房地产将迎来一个新的拐点,https://www.youtube.com/watch?v=c5NSIAum-u0
中国北方的雾霾   Parts of northern China in heavy fog weather,https://www.youtube.com/watch?v=SJAG5_IiD8U
中国的这种神秘武器能有多大威力,https://www.youtube.com/watch?v=FvBnu_Lwm3c
中国四川再爆新冠肺炎疫情全国各地加强防控。,https://www.youtube.com/watch?v=hX3SFa4y5ug
花72亿元历时四年建成的古城,https://www.youtube.com/watch?v=yLpC_XPDu_E
初冬时节赏美景今年霜叶依旧红,https://www.youtube.com/watch?v=hbj0v336G_A
在中国生活很烧脑,https://www.youtube.com/watch?v=u7EfoKrkTus
中国高科技产品的低端生产企业     Low-end manufacturer of high-tech products in China,https://www.youtube.com/watch?v=PXKL70dnZQs
又到双十一购物要注意,https://www.youtube.com/watch?v=sSmblemK9BQ
中国普通百姓晚餐吃什么What is the meal of ordinary Chinese people,https://www.youtube.com/watch?v=2xSQ-sRUBEg
女儿的孝心感人泪奔女儿写给爸、妈的赴美温馨提示,https://www.youtube.com/watch?v=KB123rEFR0w
我家小萌宝调皮又可爱,https://www.youtube.com/watch?v=nBPYlRqdlDM
中国安徽黄山徽州古镇西溪南    South of Xixi an ancient town in Huizhou Huangshan Anhui China,https://www.youtube.com/watch?v=-J-D5tBoAh8
长江上的求婚现场   Marriage proposal scene on the Yangtze River,https://www.youtube.com/watch?v=IdZbgolUtco
Beijing Tiananmen Square 25 Years years ago is a free and open place,https://www.youtube.com/watch?v=gCHS2Ot8PE0
抒情散文诗《梨花开啦》 朗诵景 山   Lyrical Prose Poem《Pear Tree Blossoms》   RecitationJingShan,https://www.youtube.com/watch?v=y25v6u5BOBI
中国民乐古筝曲《忆江南》   Guzheng SongRemembering Jiangnan,https://www.youtube.com/watch?v=9FwpCtMN1oU
《欸乃》一首 让人心静如水的古琴曲,https://www.youtube.com/watch?v=8ElOGDPX9s8
中国音乐故事《皖南春色》  One of the most famous Chinese Jiangnan music《Spring in southern Anhui》,https://www.youtube.com/watch?v=Cd8Y75seDBk
世界自然遗产在中国湖南张家界      World Natural Heritage in China  Hunan  Zhangjiajie,https://www.youtube.com/watch?v=rjn_BeYH7-A
世界自然遗产在中国湖南张家界金鞭溪    World Natural Heritage in China  Golden Whip Stream in Zhangjiajie Hunan,https://www.youtube.com/watch?v=2xwDw75XtNs
世界自然遗产在中国湖南张家界黄龙洞,https://www.youtube.com/watch?v=Mk_iilpiyCU
中国湖南《烟雨张家界》晚会,https://www.youtube.com/watch?v=Fry9ShiSTYw
中国湖南张家界天门山  Tianmen Mountain Zhangjiajie Hunan  China,https://www.youtube.com/watch?v=TePATt2mSC8
张家界武陵源风景名胜区景点总览    OZhangjiajie Wulingyuan Scenic Area Attractions Overview,https://www.youtube.com/watch?v=mPx74uqvK-4
中国湖南  凤凰古城   Tourist impression of Fenghuang Ancient City in Xiangxi Hunan China,https://www.youtube.com/watch?v=PM-dPaQ9zWA
中国湖南湘西土家族的婚嫁习俗    Marriage Customs from Tujia nationality The Xiangxi Hunan China,https://www.youtube.com/watch?v=5ybWmHcuXkc
